target_id	length	eff_length	est_counts	tpm
ACTB	72	176.203	84103	61049.6
ALS2	69	70	594	1085.36
ANXA11	65	66	34	65.8899
ATP13A2	74	75	6654	11347.6
ATP6V0A1	54	55	8839	20555.3
C1orf43	66	67	7126	13603.6
C9orf72	56	57	1960	4398.1
CALCOCO2	54	55	170	395.339
CHMP2B	60	61	997	2090.5
CLN5	74	75	584	995.945
CRLS1	61	62	1416	2921.16
CTSB	74	75	5328	9086.3
CTSD	75	76	977	1644.24
CTSL	58	59	666	1443.8
DCTN1	76	77	15360	25514.3
FUS	83	678.107	21840	4119.44
FYN	59	60	6042	12879.9
GALC	55	56	1253	2861.85
GBA	66	67	1601	3056.33
GCH1	56	57	400	897.571
GRN	65	66	48	93.021
GSTO1	56	57	281	630.544
GUSB	59	60	396	844.166
HMBS	62	63	538	1092.26
HMOX1	66	67	62	118.359
HNRNPA2B1	50	51	26037	65298.7
KIF5A	62	63	18261	37073.9
LRRK2	53	54	128	303.18
MAPT	69	70	21201	38738.4
MCCC1	57	58	691	1523.82
NAGLU	70	71	196	353.087
NBR1	61	62	2115	4363.17
NEU1	70	71	1664	2997.64
NQO1	84	85	33	49.6568
OPTN	64	65	2462	4844.61
OXR1	72	73	2801	4907.66
PARK2	55	56	116	264.944
PARK7	62	63	9044	18361.3
PFN1	77	78	12152	19926.8
PINK1	67	68	2237	4207.66
PSAP	71	72	26356	46819.9
PSMB4	64	65	3001	5905.23
SCARB2	63	64	10925	21833.6
SETX	60	61	1147	2405.01
SNCA	58	59	9836	21323.1
SOD1	62	63	4761	9665.88
SQSTM1	66	67	3058	5837.76
STX17	57	58	613	1351.81
TARDBP	60	61	7422	15562.3
TAX1BP1	63	64	2917	5829.62
TBK1	59	60	463	986.992
TMEM106B	54	55	1091	2537.15
TMEM175	70	678.107	2795	527.19
VAPB	64	65	4175	8215.37
VCP	70	71	9515	17140.9
VPS13C	54	55	1994	4637.1
VPS35	68	69	7136	13227.9
CLN8	63	64	256	511.616
CHCHD10	72	73	1664	2915.51
CHCHD2	65	66	1	1.93794
GAPDH	135	27.7343	92537	426759
