target_id	length	eff_length	est_counts	tpm
ACTB	72	73	81153	118436
ALS2	69	70	542	824.901
ANXA11	65	66	45	72.6389
ATP13A2	74	75	6085	8643.7
ATP6V0A1	54	55	10138	19637.7
C1orf43	66	67	6492	10323
C9orf72	56	57	1998	3734.4
CALCOCO2	54	55	137	265.374
CHMP2B	60	61	1124	1963.08
CLN5	74	75	593	842.353
CRLS1	61	62	1400	2405.67
CTSB	74	75	5205	7393.67
CTSD	75	76	935	1310.69
CTSL	58	59	791	1428.32
DCTN1	76	77	14436	19973.6
FUS	83	84	21113	26777.6
FYN	59	60	5812	10319.9
GALC	55	56	1265	2406.6
GBA	66	67	1387	2205.48
GCH1	56	57	399	745.759
GRN	65	66	1630	2631.14
GSTO1	56	57	286	534.554
GUSB	59	60	386	685.388
HMBS	62	63	456	771.125
HMOX1	66	67	63	100.177
HNRNPA2B1	50	51	24313	50788.9
KIF5A	62	63	19067	32243.5
LRRK2	53	54	178	351.178
MAPT	69	70	19061	29010
MCCC1	57	58	750	1377.63
NAGLU	70	71	193	289.601
NBR1	61	62	2453	4215.09
NEU1	70	71	1513	2270.29
NQO1	84	85	50	62.6688
OPTN	64	65	2207	3617.34
OXR1	72	73	2892	4220.62
PARK2	55	56	119	226.391
PARK7	62	63	8714	14735.9
PFN1	77	78	13652	18646.7
PINK1	67	68	2005	3141.28
PSAP	71	72	22855	33818.1
PSMB4	64	65	3182	5215.4
SCARB2	63	64	11194	18634
SETX	60	61	1228	2144.71
SNCA	58	59	9333	16852.7
SOD1	62	63	4386	7417.01
SQSTM1	66	67	3057	4860.95
STX17	57	58	651	1195.79
TARDBP	60	61	7609	13289.2
TAX1BP1	63	64	2812	4680.97
TBK1	59	60	586	1040.51
TMEM106B	54	55	1090	2111.37
TMEM175	70	71	2927	4392.03
VAPB	64	65	3685	6039.83
VCP	70	71	9353	14034.4
VPS13C	54	55	2306	4466.81
VPS35	68	69	7056	10894.6
CLN8	63	64	236	392.855
CHCHD10	72	73	1643	2397.81
CHCHD2	65	66	3	4.84259
GAPDH	135	27.6524	113293	436487
