target_id	length	eff_length	est_counts	tpm
ACTB	72	73	81153	166681
ALS2	69	70	542	1160.93
ANXA11	65	66	45	102.229
ATP13A2	74	75	6085	12164.8
ATP6V0A1	54	55	10138	27637.3
C1orf43	66	67	6492	14528.1
C9orf72	56	57	1998	5255.65
CALCOCO2	54	55	137	373.477
CHMP2B	60	61	1124	2762.75
CLN5	74	75	593	1185.49
CRLS1	61	62	1400	3385.65
CTSB	74	75	5205	10405.6
CTSD	75	76	935	1844.61
CTSL	58	59	791	2010.16
DCTN1	76	77	14436	28110.1
FUS	83	84	21113	37685.7
FYN	59	60	5812	14523.8
GALC	55	56	1265	3386.94
GBA	66	67	1387	3103.9
GCH1	56	57	399	1049.55
GRN	65	66	1630	3702.96
GSTO1	56	57	286	752.31
GUSB	59	60	386	964.588
HMBS	62	63	456	1085.25
HMOX1	66	67	63	140.985
HNRNPA2B1	50	51	24313	71478.3
KIF5A	62	63	19067	45378.2
LRRK2	53	54	178	494.233
MAPT	69	70	19061	40827.5
MCCC1	57	58	750	1938.83
NAGLU	70	71	193	407.572
NBR1	61	62	2453	5932.14
NEU1	70	71	1513	3195.11
NQO1	84	85	50	88.1976
OPTN	64	65	2207	5090.9
OXR1	72	73	2892	5939.93
PARK2	55	56	119	318.614
PARK7	62	63	8714	20738.8
PFN1	77	78	13652	26242.6
PINK1	67	68	2005	4420.9
PSAP	71	72	22855	47594.2
PSMB4	64	65	3182	7339.94
SCARB2	63	64	11194	26224.7
SETX	60	61	1229	3020.84
SNCA	58	59	9333	23717.8
SOD1	62	63	4386	10438.4
SQSTM1	66	67	3057	6841.11
STX17	57	58	651	1682.9
TARDBP	60	61	7609	18702.7
TAX1BP1	63	64	2812	6587.81
TBK1	59	60	586	1464.37
TMEM106B	54	55	1090	2971.46
TMEM175	70	71	2927	6181.16
VAPB	64	65	3685	8500.21
VCP	70	71	9353	19751.4
VPS13C	54	55	2306	6286.4
VPS35	68	69	7056	15332.6
CLN8	63	64	236	552.889
CHCHD10	72	73	1643	3374.58
CHCHD2	65	66	3	6.81527
GAPDH	81	82	113171	206932
