target_id	length	eff_length	est_counts	tpm
ACTB	72	282.677	82041	5513.26
ALS2	69	70	476	129.174
ANXA11	65	66	33	9.49812
ATP13A2	74	75	6996	1771.97
ATP6V0A1	54	55	9965	3441.77
C1orf43	66	67	6205	1759.28
C9orf72	56	57	2043	680.866
CALCOCO2	54	55	130	44.9002
CHMP2B	60	61	1167	363.42
CLN5	74	75	511	129.428
CRLS1	61	62	1371	420.062
CTSB	74	75	5567	1410.03
CTSD	75	76	1046	261.448
CTSL	58	59	660	212.5
DCTN1	76	77	14630	3609.29
FUS	83	6.5	22783	66583.3
FYN	59	60	5850	1852.13
GALC	55	56	1232	417.917
GBA	66	67	1294	366.883
GCH1	56	57	371	123.642
GRN	65	66	1357	390.574
GSTO1	56	57	260	86.6496
GUSB	59	60	371	117.46
HMBS	62	63	432	130.26
HMOX1	66	67	71	20.1304
HNRNPA2B1	50	51	26719	9952.17
KIF5A	62	63	19405	5851.15
LRRK2	53	54	131	46.0835
MAPT	69	70	23307	6324.94
MCCC1	57	282.677	765	51.409
NAGLU	70	71	200	53.5106
NBR1	61	62	2306	706.538
NEU1	70	71	1496	400.259
NQO1	84	7.5	56	141.839
OPTN	64	65	2194	641.196
OXR1	72	73	2820	733.828
PARK2	55	56	134	45.4553
PARK7	62	63	9251	2789.43
PFN1	77	1	15416	292846
PINK1	67	68	2199	614.305
PSAP	71	72	26015	6863.71
PSMB4	64	65	3143	918.542
SCARB2	63	64	11739	3484.33
SETX	60	61	1149	357.815
SNCA	58	282.677	9549	641.705
SOD1	62	63	4081	1230.53
SQSTM1	66	67	3083	874.111
STX17	57	58	561	183.74
TARDBP	60	61	7393	2302.28
TAX1BP1	63	64	2918	866.11
TBK1	59	60	545	172.549
TMEM106B	54	55	1014	350.222
TMEM175	70	71	2850	762.525
VAPB	64	65	3541	1034.86
VCP	70	71	8964	2398.34
VPS13C	54	55	2267	782.991
VPS35	68	69	6769	1863.56
CLN8	63	64	237	70.3455
CHCHD10	72	73	1691	440.036
CHCHD2	65	66	2	0.575644
GAPDH	81	4.5	133453	563357
