target_id	length	eff_length	est_counts	tpm
ACTB	72	73	42388	156439
ALS2	69	70	440	1693.48
ANXA11	65	66	66	269.417
ATP13A2	74	75	2046	7349.7
ATP6V0A1	54	55	7467	36577
C1orf43	66	67	4601	18501.3
C9orf72	56	57	2262	10691.6
CALCOCO2	54	55	170	832.744
CHMP2B	60	61	885	3908.76
CLN5	74	75	536	1925.43
CRLS1	61	62	1392	6048.85
CTSB	74	75	2070	7435.91
CTSD	75	76	244	864.971
CTSL	58	59	849	3876.87
DCTN1	76	77	7191	25160.8
FUS	83	84	12164	39014.2
FYN	59	60	5746	25801.2
GALC	55	56	1747	8404.85
GBA	66	67	1613	6486.12
GCH1	56	57	435	2056.08
GRN	65	66	1375	5612.86
GSTO1	56	57	388	1833.93
GUSB	59	60	483	2168.81
HMBS	62	63	371	1586.57
HMOX1	66	67	27	108.571
HNRNPA2B1	50	51	22804	120466
KIF5A	62	63	15061	64407.8
LRRK2	53	54	177	883.089
MAPT	69	70	3595	13836.5
MCCC1	57	58	773	3590.68
NAGLU	70	71	109	413.612
NBR1	61	62	2419	10511.6
NEU1	70	71	1330	5046.83
NQO1	84	85	38	120.445
OPTN	64	65	1442	5976.91
OXR1	72	73	3352	12371
PARK2	55	56	159	764.952
PARK7	62	63	8038	34374.2
PFN1	77	78	4001	13819.7
PINK1	67	68	765	3030.94
PSAP	71	72	6805	25463.7
PSMB4	64	65	2394	9922.84
SCARB2	63	64	10550	44411.7
SETX	60	61	1740	7685.01
SNCA	58	59	9066	41398.9
SOD1	62	63	5337	22823.5
SQSTM1	66	67	2990	12023.2
STX17	57	58	578	2684.88
TARDBP	60	61	8405	37122.1
TAX1BP1	63	64	2926	12317.4
TBK1	59	60	595	2671.72
TMEM106B	54	55	1557	7626.95
TMEM175	70	71	2226	8446.79
VAPB	64	65	2904	12036.7
VCP	70	71	7962	30212.7
VPS13C	54	55	2399	11751.5
VPS35	68	69	5424	21178.5
CLN8	63	64	311	1309.2
CHCHD10	72	73	1208	4458.3
CHCHD2	65	66	1	4.08208
GAPDH	81	82	6144	20186.6
