target_id	length	eff_length	est_counts	tpm
ACTB	72	202.851	105335	83721.3
ALS2	69	70	599	1379.65
ANXA11	65	66	42	102.599
ATP13A2	74	75	6839	14701.8
ATP6V0A1	54	55	10913	31990.5
C1orf43	66	67	7710	18553.2
C9orf72	56	57	2367	6695.19
CALCOCO2	54	55	200	586.282
CHMP2B	60	61	1227	3243.06
CLN5	74	75	711	1528.44
CRLS1	61	62	1688	4389.55
CTSB	74	75	5540	11909.4
CTSD	75	76	948	2011.1
CTSL	58	59	804	2197.07
DCTN1	76	77	17616	36885.5
FUS	83	453.858	25275	8978.65
FYN	59	60	7062	18976.5
GALC	55	56	1460	4203.44
GBA	66	67	1641	3948.88
GCH1	56	57	496	1402.96
GRN	65	66	2023	4941.87
GSTO1	56	57	279	789.167
GUSB	59	60	457	1228.02
HMBS	62	63	547	1399.87
HMOX1	66	67	53	127.538
HNRNPA2B1	50	51	30597	96727.1
KIF5A	62	63	22631	57916.6
LRRK2	53	54	147	438.898
MAPT	69	70	20295	46744.5
MCCC1	57	94.4226	905	1545.3
NAGLU	70	71	200	454.162
NBR1	61	62	2463	6404.9
NEU1	70	71	1747	3967.11
NQO1	84	85	46	87.2526
OPTN	64	65	2552	6330.05
OXR1	72	73	3498	7725.68
PARK2	55	56	117	336.851
PARK7	62	63	9945	25450.9
PFN1	77	78	14198	29347.6
PINK1	67	68	2323	5507.82
PSAP	71	72	26294	58879.5
PSMB4	64	65	3451	8559.95
SCARB2	63	64	12775	32182.6
SETX	60	61	1410	3726.74
SNCA	58	94.4226	11707	19989.8
SOD1	62	63	5088	13021.1
SQSTM1	66	67	3730	8975.81
STX17	57	58	665	1848.56
TARDBP	60	61	8978	23729.5
TAX1BP1	63	64	3435	8653.39
TBK1	59	60	633	1700.95
TMEM106B	54	55	1281	3755.14
TMEM175	70	453.858	3112	1105.5
VAPB	64	65	4189	10390.5
VCP	70	71	11570	26273.3
VPS13C	54	55	2386	6994.35
VPS35	68	69	8536	19945.5
CLN8	63	64	339	854.003
CHCHD10	72	73	1848	4081.49
CHCHD2	65	66	2	4.88569
GAPDH	81	82	96863	190451
