target_id	length	eff_length	est_counts	tpm
ACTB	72	114.012	99909	101523
ALS2	69	70	636	1052.62
ANXA11	65	66	33	57.9269
ATP13A2	74	75	6445	9955.71
ATP6V0A1	54	55	14562	30673.9
C1orf43	66	67	8348	14435
C9orf72	56	57	2571	5225.62
CALCOCO2	54	55	182	383.371
CHMP2B	60	61	1494	2837.47
CLN5	74	75	844	1303.74
CRLS1	61	62	1893	3537.28
CTSB	74	75	5869	9065.95
CTSD	75	76	885	1349.09
CTSL	58	59	943	1851.7
DCTN1	76	77	16712	25144.8
FUS	83	845.189	27448	3762.42
FYN	59	60	8520	16451.3
GALC	55	56	1887	3903.86
GBA	66	67	1810	3129.78
GCH1	56	57	541	1099.6
GRN	65	66	2140	3756.47
GSTO1	56	57	454	922.766
GUSB	59	60	413	797.461
HMBS	62	63	583	1072.11
HMOX1	66	67	56	96.8331
HNRNPA2B1	50	51	36853	83716.9
KIF5A	62	63	25861	47557.1
LRRK2	53	54	192	411.925
MAPT	69	70	17830	29509.6
MCCC1	57	58	978	1953.54
NAGLU	70	71	245	399.778
NBR1	61	62	3023	5648.81
NEU1	70	71	1935	3157.43
NQO1	84	85	47	64.0604
OPTN	64	65	2667	4753.57
OXR1	72	73	3891	6175.17
PARK2	55	56	159	328.942
PARK7	62	63	12356	22722.1
PFN1	77	78	14925	22168.2
PINK1	67	68	2117	3606.8
PSAP	71	72	25742	41421
PSMB4	64	65	3894	6940.54
SCARB2	63	64	16945	30674.1
SETX	60	61	1564	2970.42
SNCA	58	59	13621	26746.5
SOD1	62	63	6115	11245.2
SQSTM1	66	67	4413	7630.79
STX17	57	58	823	1643.93
TARDBP	60	61	10242	19452.1
TAX1BP1	63	64	3887	7036.31
TBK1	59	60	769	1484.86
TMEM106B	54	55	1676	3530.38
TMEM175	70	845.189	3016	413.417
VAPB	64	65	4615	8225.63
VCP	70	71	12272	20024.8
VPS13C	54	55	2607	5491.47
VPS35	68	69	10332	17347.9
CLN8	63	64	342	619.094
CHCHD10	72	73	2006	3183.6
CHCHD2	65	66	1	1.75536
GAPDH	135	27.7074	73745	308353
