target_id	length	eff_length	est_counts	tpm
ACTB	72	178.86	84103	83948.1
ALS2	69	70	594	1514.96
ANXA11	65	66	34	91.9704
ATP13A2	74	75	6654	15839.2
ATP6V0A1	54	55	8839	28691.5
C1orf43	66	67	7126	18988.2
C9orf72	56	57	1960	6138.95
CALCOCO2	54	55	170	551.822
CHMP2B	60	61	997	2917.95
CLN5	74	75	584	1390.16
CRLS1	61	62	1416	4077.41
CTSB	74	75	5328	12682.8
CTSD	75	76	977	2295.06
CTSL	58	59	666	2015.28
DCTN1	76	77	15360	35613.4
FUS	83	688.334	21840	5664.56
FYN	59	60	6042	17978
GALC	55	56	1253	3994.63
GBA	66	67	1601	4266.09
GCH1	56	57	400	1252.85
GRN	65	66	48	129.841
GSTO1	56	57	281	880.125
GUSB	59	60	396	1178.3
HMBS	62	63	538	1524.6
HMOX1	66	67	62	165.208
HNRNPA2B1	50	51	26037	91145.2
KIF5A	62	63	18261	51748.4
LRRK2	53	54	128	423.184
MAPT	69	70	21201	54071.9
MCCC1	57	58	691	2126.98
NAGLU	70	71	196	492.845
NBR1	61	62	2115	6090.2
NEU1	70	71	1664	4184.16
NQO1	84	85	33	69.3119
OPTN	64	65	2462	6762.19
OXR1	72	73	2801	6850.2
PARK2	55	56	116	369.814
PARK7	62	63	9044	25629.1
PFN1	77	78	12152	27814.2
PINK1	67	68	2237	5873.14
PSAP	71	72	26356	65352.2
PSMB4	64	65	3001	8242.63
SCARB2	63	64	10925	30475.8
SETX	60	61	1147	3356.96
SNCA	58	59	9836	29763.2
SOD1	62	63	4761	13491.8
SQSTM1	66	67	3058	8148.46
STX17	57	58	613	1886.89
TARDBP	60	61	7422	21722.2
TAX1BP1	63	64	2917	8137.1
TBK1	59	60	463	1377.66
TMEM106B	54	55	1091	3541.4
TMEM175	70	688.334	2795	724.929
VAPB	64	65	4175	11467.2
VCP	70	71	9515	23925.6
VPS13C	54	55	1994	6472.55
VPS35	68	69	7136	18463.7
CLN8	63	64	256	714.123
CHCHD10	72	73	1664	4069.52
CHCHD2	65	66	1	2.70501
GAPDH	81	82	92422	201222
