target_id	length	eff_length	est_counts	tpm
ACTB	72	115.188	99909	126455
ALS2	69	70	636	1324.64
ANXA11	65	66	33	72.8967
ATP13A2	74	75	6445	12528.5
ATP6V0A1	54	55	14562	38600.8
C1orf43	66	67	8348	18165.4
C9orf72	56	57	2571	6576.05
CALCOCO2	54	55	182	482.444
CHMP2B	60	61	1494	3570.75
CLN5	74	75	844	1640.66
CRLS1	61	62	1893	4451.4
CTSB	74	75	5869	11408.8
CTSD	75	76	885	1697.73
CTSL	58	59	943	2330.22
DCTN1	76	77	16712	31642.9
FUS	83	853.906	27448	4686.4
FYN	59	60	8520	20702.7
GALC	55	56	1887	4912.72
GBA	66	67	1810	3938.6
GCH1	56	57	541	1383.76
GRN	65	66	2140	4727.24
GSTO1	56	57	454	1161.23
GUSB	59	60	413	1003.55
HMBS	62	63	583	1349.17
HMOX1	66	67	56	121.857
HNRNPA2B1	50	51	36853	105352
KIF5A	62	63	25861	59847.1
LRRK2	53	54	192	518.377
MAPT	69	70	17830	37135.7
MCCC1	57	58	978	2458.38
NAGLU	70	71	245	503.09
NBR1	61	62	3023	7108.61
NEU1	70	71	1935	3973.39
NQO1	84	85	47	80.6152
OPTN	64	65	2667	5982.02
OXR1	72	73	3891	7770.99
PARK2	55	56	159	413.949
PARK7	62	63	12356	28594
PFN1	77	78	14925	27897
PINK1	67	68	2117	4538.89
PSAP	71	72	25742	52125.2
PSMB4	64	65	3894	8734.15
SCARB2	63	64	16945	38601.1
SETX	60	61	1564	3738.05
SNCA	58	59	13622	33661
SOD1	62	63	6115	14151.2
SQSTM1	66	67	4413	9602.79
STX17	57	58	823	2068.76
TARDBP	60	61	10242	24479
TAX1BP1	63	64	3887	8854.68
TBK1	59	60	769	1868.59
TMEM106B	54	55	1676	4442.73
TMEM175	70	853.906	3016	514.944
VAPB	64	65	4615	10351.3
VCP	70	71	12272	25199.7
VPS13C	54	55	2607	6910.61
VPS35	68	69	10332	21831
CLN8	63	64	342	779.084
CHCHD10	72	73	2006	4006.33
CHCHD2	65	66	1	2.20899
GAPDH	81	82	73662	130969
