target_id	length	eff_length	est_counts	tpm
ACTB	72	303.991	67708	37206
ALS2	69	70	466	1112.04
ANXA11	65	66	25	63.2746
ATP13A2	74	75	4926	10971.5
ATP6V0A1	54	55	7396	22463
C1orf43	66	67	6063	15116.3
C9orf72	56	57	1566	4589.34
CALCOCO2	54	55	146	443.428
CHMP2B	60	61	1089	2982.16
CLN5	74	75	488	1086.91
CRLS1	61	62	1349	3634.57
CTSB	74	75	4238	9439.15
CTSD	75	76	593	1303.39
CTSL	58	59	740	2095.14
DCTN1	76	77	12024	26085
FUS	83	84	19337	38454.1
FYN	59	60	5203	14485.6
GALC	55	56	1257	3749.56
GBA	66	67	1296	3231.2
GCH1	56	57	424	1242.58
GRN	65	66	21	53.1507
GSTO1	56	57	364	1066.74
GUSB	59	60	386	1074.66
HMBS	62	63	437	1158.71
HMOX1	66	67	55	137.126
HNRNPA2B1	50	51	19724	64603.8
KIF5A	62	63	16151	42824.5
LRRK2	53	54	97	300.062
MAPT	69	70	15456	36883.5
MCCC1	57	303.991	608	334.1
NAGLU	70	71	142	334.09
NBR1	61	62	2103	5666.06
NEU1	70	71	1440	3387.95
NQO1	84	85	40	78.6094
OPTN	64	65	1828	4697.82
OXR1	72	73	2634	6027.35
PARK2	55	56	105	313.209
PARK7	62	63	9385	24884.4
PFN1	77	78	10282	22019.9
PINK1	67	68	1746	4289.12
PSAP	71	72	19103	44320.3
PSMB4	64	65	2974	7642.95
SCARB2	63	64	9689	25289
SETX	60	61	1005	2752.13
SNCA	58	303.991	7850	4313.62
SOD1	62	63	4914	13029.5
SQSTM1	66	67	2948	7349.98
STX17	57	58	516	1486.12
TARDBP	60	61	6677	18284.6
TAX1BP1	63	64	2553	6663.53
TBK1	59	60	418	1163.75
TMEM106B	54	55	1050	3189.04
TMEM175	70	71	2199	5173.69
VAPB	64	65	3430	8814.83
VCP	70	71	8644	20337.1
VPS13C	54	55	1321	4012.11
VPS35	68	69	6034	14608
CLN8	63	64	210	548.116
CHCHD10	72	73	1618	3702.45
CHCHD2	65	66	9	22.7789
GAPDH	135	27.671	64174	387407
