target_id	length	eff_length	est_counts	tpm
ACTB	72	402.995	61455	32152.2
ALS2	69	70	480	1445.76
ANXA11	65	66	16	51.1127
ATP13A2	74	75	5201	14621.1
ATP6V0A1	54	55	8041	30824.8
C1orf43	66	67	5089	16014.4
C9orf72	56	57	1811	6698.79
CALCOCO2	54	55	139	532.85
CHMP2B	60	61	1157	3999.05
CLN5	74	75	479	1346.56
CRLS1	61	62	1298	4414.04
CTSB	74	75	4265	11989.8
CTSD	75	76	637	1767.17
CTSL	58	59	583	2083.39
DCTN1	76	77	13452	36834
FUS	83	84	18594	46670.9
FYN	59	60	5315	18676.9
GALC	55	56	1125	4235.63
GBA	66	67	1299	4087.78
GCH1	56	57	374	1383.41
GRN	65	66	34	108.615
GSTO1	56	57	250	924.737
GUSB	59	60	339	1191.25
HMBS	62	63	344	1151.25
HMOX1	66	67	40	125.875
HNRNPA2B1	50	51	24005	99239.5
KIF5A	62	63	17267	57786.9
LRRK2	53	54	110	429.489
MAPT	69	70	18045	54351.5
MCCC1	57	58	638	2319.24
NAGLU	70	71	160	475.132
NBR1	61	62	1924	6542.84
NEU1	70	71	1313	3899.06
NQO1	84	85	34	84.336
OPTN	64	65	2022	6558.75
OXR1	72	73	2390	6902.84
PARK2	55	56	101	380.265
PARK7	62	63	8115	27158.2
PFN1	77	78	9286	25100.8
PINK1	67	68	1672	5184.18
PSAP	71	72	19451	56959
PSMB4	64	65	2487	8067.06
SCARB2	63	64	10672	35157.6
SETX	60	61	1144	3954.11
SNCA	58	59	8024	28674.2
SOD1	62	63	4382	14665.1
SQSTM1	66	67	2515	7914.37
STX17	57	58	486	1766.69
TARDBP	60	61	7062	24409.1
TAX1BP1	63	64	2701	8898.11
TBK1	59	60	481	1690.23
TMEM106B	54	55	1059	4059.63
TMEM175	70	71	2646	7857.5
VAPB	64	65	3571	11583.2
VCP	70	71	8079	23991.2
VPS13C	54	55	1806	6923.22
VPS35	68	69	5652	17270.5
CLN8	63	64	225	741.234
CHCHD10	72	73	1261	3642.04
CHCHD2	65	66	4	12.7782
GAPDH	81	82	74680	192019
