target_id	length	eff_length	est_counts	tpm
ACTB	72	184.235	64326	55030.9
ALS2	69	70	539	1213.62
ANXA11	65	66	34	81.1948
ATP13A2	74	75	5718	12016.4
ATP6V0A1	54	55	8517	24407.2
C1orf43	66	67	6088	14321.6
C9orf72	56	57	1991	5505.41
CALCOCO2	54	55	135	386.869
CHMP2B	60	61	1162	3002.41
CLN5	74	75	626	1315.55
CRLS1	61	62	1455	3698.83
CTSB	74	75	4529	9517.75
CTSD	75	76	713	1478.66
CTSL	58	59	675	1803.2
DCTN1	76	77	13658	27956.9
FUS	83	642.138	19590	4808.39
FYN	59	60	5863	15401.5
GALC	55	56	1147	3228.26
GBA	66	67	1557	3662.75
GCH1	56	57	342	945.681
GRN	65	66	8	19.1047
GSTO1	56	57	252	696.817
GUSB	59	60	448	1176.85
HMBS	62	63	443	1108.3
HMOX1	66	67	35	82.3354
HNRNPA2B1	50	51	27470	84894.9
KIF5A	62	63	17853	44664.6
LRRK2	53	54	130	379.44
MAPT	69	70	19866	44730.7
MCCC1	57	58	666	1809.84
NAGLU	70	71	157	348.525
NBR1	61	62	2139	5437.66
NEU1	70	71	1416	3143.39
NQO1	84	85	37	68.6082
OPTN	64	65	2257	5472.82
OXR1	72	73	2554	5514.31
PARK2	55	56	105	295.525
PARK7	62	63	8016	20054.4
PFN1	77	78	9915	20035.1
PINK1	67	68	2048	4746.95
PSAP	71	72	22624	49525.6
PSMB4	64	65	2792	6770.1
SCARB2	63	64	11856	29197.9
SETX	60	61	1203	3108.34
SNCA	58	59	9764	26083.7
SOD1	62	63	4646	11623.4
SQSTM1	66	67	2713	6382.17
STX17	57	58	707	1921.25
TARDBP	60	61	7159	18497.6
TAX1BP1	63	64	2809	6917.75
TBK1	59	60	548	1439.54
TMEM106B	54	55	1151	3298.42
TMEM175	70	642.138	2546	624.918
VAPB	64	65	3749	9090.66
VCP	70	86.1949	8598	15722
VPS13C	54	55	2099	6015.1
VPS35	68	69	6544	14948.1
CLN8	63	64	237	583.662
CHCHD10	72	73	1381	2981.7
CHCHD2	65	66	4	9.55233
GAPDH	135	27.6892	61627	350795
