target_id	length	eff_length	est_counts	tpm
ACTB	72	397.411	61455	23641.6
ALS2	69	70	480	1048.34
ANXA11	65	66	16	37.0626
ATP13A2	74	75	5201	10601.9
ATP6V0A1	54	55	8041	22351.5
C1orf43	66	67	5089	11612.3
C9orf72	56	57	1811	4857.4
CALCOCO2	54	55	139	386.378
CHMP2B	60	61	1157	2899.77
CLN5	74	75	479	976.414
CRLS1	61	62	1298	3200.68
CTSB	74	75	4265	8693.96
CTSD	75	76	637	1281.4
CTSL	58	59	583	1510.69
DCTN1	76	77	13452	26708.9
FUS	83	84	18593	33840
FYN	59	60	5315	13542.9
GALC	55	56	1125	3071.32
GBA	66	67	1299	2964.11
GCH1	56	57	374	1003.13
GRN	65	66	34	78.758
GSTO1	56	57	250	670.541
GUSB	59	60	339	863.79
HMBS	62	63	344	834.791
HMOX1	66	67	40	91.2736
HNRNPA2B1	50	51	24005	71960
KIF5A	62	63	17267	41902.1
LRRK2	53	54	110	311.429
MAPT	69	70	18045	39411.1
MCCC1	57	58	638	1681.72
NAGLU	70	71	160	344.526
NBR1	61	62	1924	4744.31
NEU1	70	71	1313	2827.26
NQO1	84	85	34	61.1533
OPTN	64	65	2022	4755.84
OXR1	72	73	2390	5005.36
PARK2	55	56	101	275.736
PARK7	62	63	8115	19692.8
PFN1	77	78	9286	18200.9
PINK1	67	68	1672	3759.13
PSAP	71	72	19451	41301.8
PSMB4	64	65	2487	5849.55
SCARB2	63	64	10672	25493.3
SETX	60	61	1144	2867.19
SNCA	58	59	8024	20792.1
SOD1	62	63	4382	10633.9
SQSTM1	66	67	2515	5738.83
STX17	57	58	486	1281.06
TARDBP	60	61	7062	17699.4
TAX1BP1	63	64	2701	6452.15
TBK1	59	60	481	1225.61
TMEM106B	54	55	1059	2943.7
TMEM175	70	71	2646	5697.59
VAPB	64	65	3571	8399.17
VCP	70	71	8079	17396.4
VPS13C	54	55	1806	5020.13
VPS35	68	69	5652	12523.1
CLN8	63	64	225	537.48
CHCHD10	72	73	1261	2640.9
CHCHD2	65	66	4	9.26565
GAPDH	135	27.618	74751	413795
